yob,year,annwage,weeks,veteran,lott1,lott2,lott3,lott4,lott5,lott6,lott7,lott8,lott9,lott10,lott11,lott12,lott13
52,83,35000,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52,83,19000,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52,83,30000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,83,10500,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53,83,10000,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52,83,42300,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50,83,75000,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50,83,33000,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53,83,18000,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52,83,29000,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0
52,83,19000,52,1,0,0,0,0,0,0,0,0,0,0,0,0,1
50,83,27000,50,1,0,0,1,0,0,0,0,0,0,0,0,0,0
52,83,17500,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0
53,83,27000,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
52,83,12000,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51,83,16000,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53,83,18000,52,1,0,0,0,0,0,0,0,0,0,1,0,0,0
53,83,44000,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53,83,18000,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53,83,20000,52,1,0,0,0,0,0,0,0,0,0,0,0,0,1
51,83,13000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,83,21000,52,1,0,0,0,0,0,0,0,0,0,0,0,0,1
53,83,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51,83,18000,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52,83,15500,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,83,16121,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52,83,18500,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50,83,11385,52,1,0,0,0,0,0,0,0,0,0,0,1,0,0
53,83,10660,50,1,0,0,0,0,0,1,0,0,0,0,0,0,0
53,83,3500,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,83,0,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52,83,58000,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50,83,15000,50,1,0,1,0,0,0,0,0,0,0,0,0,0,0
52,83,9116,52,1,0,0,0,0,0,0,0,0,0,0,0,0,1
50,83,0,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52,83,22000,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52,83,14300,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,83,2900,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,83,21000,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50,83,19000,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50,83,30000,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50,83,9000,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0
53,83,21500,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51,83,10400,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0
52,83,3300,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,83,10000,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0
53,83,17136,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51,83,0,50,1,0,0,0,0,0,1,0,0,0,0,0,0,0
50,83,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,1
53,83,24000,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52,83,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,83,9500,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53,83,3310,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0
52,83,4000,16,1,0,0,0,0,0,0,0,0,1,0,0,0,0
52,83,17000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,83,25000,52,1,0,0,0,0,0,0,0,0,0,0,0,0,1
53,83,20000,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53,83,5233,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,83,21000,52,1,0,0,0,0,0,1,0,0,0,0,0,0,0
53,83,9293,52,1,0,0,0,0,0,0,0,0,0,1,0,0,0
50,83,39000,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53,83,30726,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,83,9000,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50,83,40000,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0
51,83,30000,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52,83,27000,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,83,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,83,20000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,83,0,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0
50,83,7724,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,83,15000,49,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52,83,93,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50,83,33000,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0
51,83,37000,52,1,0,0,0,0,1,0,0,0,0,0,0,0,0
50,83,22000,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
52,83,25378,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,83,28000,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0
51,83,37000,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53,83,29500,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50,83,18120,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,83,34000,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51,83,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,83,9400,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50,83,578,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0
53,83,945,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50,83,30000,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53,83,20000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,83,18800,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50,83,15000,52,1,0,0,0,0,0,0,0,0,1,0,0,0,0
51,83,27975,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0
51,83,21000,52,1,0,0,0,0,0,0,0,0,1,0,0,0,0
51,83,15000,36,1,0,1,0,0,0,0,0,0,0,0,0,0,0
50,83,28000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,83,16000,50,1,0,0,0,0,0,0,0,0,0,0,0,0,1
53,83,16000,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51,83,28000,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0
51,83,22000,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52,83,15000,52,1,0,0,0,0,0,0,0,1,0,0,0,0,0
50,83,25000,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52,83,15715,52,1,0,0,0,0,0,0,0,1,0,0,0,0,0
50,83,28871,51,1,0,0,0,0,0,0,0,0,1,0,0,0,0
51,83,2000,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52,83,9600,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50,83,16500,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0
52,83,0,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51,83,16000,49,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,83,25000,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53,83,46000,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53,83,6500,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50,83,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
53,83,17000,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51,83,0,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0
53,83,21000,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53,83,18000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,83,12745,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51,83,15988,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,83,11000,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51,83,750,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0
51,83,24400,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53,83,40000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,83,17000,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53,83,27000,52,1,0,0,0,0,0,0,0,0,0,0,0,0,1
51,83,17500,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51,83,16554,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51,83,35000,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51,83,18000,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50,83,60000,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0
53,83,3500,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0
51,83,22941,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51,83,18000,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0
51,83,0,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50,83,23000,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52,83,25000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,83,20400,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,83,170,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
50,83,30000,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50,83,23000,52,1,0,0,0,0,0,0,0,0,0,1,0,0,0
52,83,42000,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50,83,29500,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50,83,0,52,1,0,0,0,0,0,0,0,0,0,0,0,0,1
50,83,11600,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50,83,10000,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0
53,83,33000,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,83,23000,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0
52,83,27600,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52,83,16276,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50,83,22800,52,1,0,0,1,0,0,0,0,0,0,0,0,0,0
53,83,720,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0
51,83,13000,48,1,0,0,0,0,0,0,0,0,0,0,1,0,0
53,83,28800,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0
51,83,16448,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50,83,40000,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51,83,0,52,1,0,1,0,0,0,0,0,0,0,0,0,0,0
52,83,11280,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,83,11004,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,83,30000,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53,83,20000,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51,83,816,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50,83,3000,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,83,28000,52,1,0,0,0,0,0,0,0,0,0,0,0,0,1
51,83,13000,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50,83,22000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51,83,33000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
51,83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52,83,4500,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52,83,18000,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0
53,83,18738,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,83,11000,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0
52,83,22000,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50,83,19400,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53,83,23635,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0
52,83,21500,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,83,38791,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,83,21000,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51,83,23500,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0
53,83,10000,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51,83,24000,52,1,0,1,0,0,0,0,0,0,0,0,0,0,0
51,83,38000,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0
52,83,16000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,83,5000,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0
53,83,13500,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53,83,18000,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52,83,10700,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52,83,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,83,28500,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,83,12000,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,83,25000,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52,83,31000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,83,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51,83,16000,48,1,0,0,0,0,0,0,1,0,0,0,0,0,0
50,83,25000,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50,83,30000,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50,83,75000,52,1,0,0,0,1,0,0,0,0,0,0,0,0,0
53,83,16585,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,83,30000,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
53,83,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53,83,34000,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51,83,6440,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0
52,83,44513,52,1,0,0,0,1,0,0,0,0,0,0,0,0,0
52,83,20000,52,1,0,0,0,0,0,0,1,0,0,0,0,0,0
50,83,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
50,83,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50,83,0,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0
53,83,6000,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,83,31500,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51,83,30000,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52,83,20000,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0
53,83,13412,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0
52,83,19000,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0
51,83,10000,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50,83,30000,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50,83,35000,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0
51,83,26250,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53,83,10700,42,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50,83,22000,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0
51,83,33000,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0
53,83,15188,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53,83,12000,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0
51,83,14000,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50,83,10300,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0
50,83,9000,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51,83,25000,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,83,18000,52,1,0,1,0,0,0,0,0,0,0,0,0,0,0
50,83,30000,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52,83,16500,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0
53,83,18000,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51,83,35000,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52,83,35000,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
53,83,14000,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
52,83,4045,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0
52,83,11000,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53,83,3000,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,83,20000,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,83,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
52,83,4400,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50,83,14000,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50,83,32000,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
53,83,12800,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,83,29500,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51,83,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
52,83,12000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51,83,10000,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53,83,24000,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50,83,17000,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50,83,15400,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51,83,33600,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53,83,13000,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52,83,25000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,83,20000,52,1,0,0,0,0,0,0,1,0,0,0,0,0,0
53,83,10000,52,1,0,0,0,0,0,0,0,0,1,0,0,0,0
52,83,9500,26,1,0,0,0,0,0,0,0,0,1,0,0,0,0
53,83,2200,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50,83,8000,26,1,0,1,0,0,0,0,0,0,0,0,0,0,0
51,83,15000,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50,83,19000,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,83,30000,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53,83,22000,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53,83,16200,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51,83,10000,52,1,0,1,0,0,0,0,0,0,0,0,0,0,0
53,83,27500,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50,83,3000,51,0,0,0,0,1,0,0,0,0,0,0,0,0,0
53,83,24000,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51,83,50000,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50,83,30000,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
53,83,23000,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51,83,35000,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
52,83,26500,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0
53,83,15028,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53,83,480,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51,83,0,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51,83,16000,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
52,83,14000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,83,14653,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0
51,83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52,83,15054,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51,83,20800,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,83,30000,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50,83,32953,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
52,83,50,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50,83,24000,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53,83,6000,34,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51,83,16200,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50,83,900,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0
53,83,10893,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53,83,13568,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52,83,11000,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,83,0,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0
52,83,6986,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53,83,30000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52,83,38000,52,1,0,0,1,0,0,0,0,0,0,0,0,0,0
50,83,11804,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50,83,39000,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52,83,16500,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52,83,0,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50,83,0,52,1,0,0,0,0,0,0,0,0,0,0,0,1,0
50,83,5700,40,1,0,1,0,0,0,0,0,0,0,0,0,0,0
51,83,23000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,83,33000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53,83,12000,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52,83,0,30,1,0,0,0,0,0,0,0,0,1,0,0,0,0
51,83,5500,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52,83,25000,45,1,0,0,1,0,0,0,0,0,0,0,0,0,0
52,83,0,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53,83,11232,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51,83,20859,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,83,16467,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,83,5600,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50,83,30581,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,83,9000,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,83,5000,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53,83,9000,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0
52,83,17000,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53,83,45000,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50,83,20000,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51,83,24347,39,1,0,0,0,0,0,1,0,0,0,0,0,0,0
50,83,32000,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52,83,17300,38,1,0,0,1,0,0,0,0,0,0,0,0,0,0
50,83,0,52,1,0,0,0,0,0,0,0,1,0,0,0,0,0
50,83,0,48,1,0,0,0,0,0,0,0,0,0,0,0,0,1
53,83,30000,46,1,0,0,0,0,0,0,0,0,1,0,0,0,0
50,83,24170,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52,83,19000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,83,11000,52,1,0,0,0,0,0,0,0,1,0,0,0,0,0
53,83,835,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0
53,83,15000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,83,23400,52,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51,83,15681,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0
53,83,17000,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50,83,32000,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50,83,4400,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50,83,3000,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50,83,0,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50,83,8000,30,1,0,0,0,0,1,0,0,0,0,0,0,0,0
52,83,13000,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51,83,0,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
53,83,20000,52,1,0,0,0,0,0,0,0,0,0,0,1,0,0
51,83,12000,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50,83,16000,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52,83,14000,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50,83,20000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,83,2000,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0
53,83,10064,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0
53,83,17000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
51,83,30581,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50,83,27000,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50,83,19314,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51,83,18000,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53,83,33000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,83,22000,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50,83,0,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53,83,3346,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50,83,7560,48,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,83,25695,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,83,18720,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50,83,17000,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
52,83,20000,39,0,0,0,0,0,0,1,0,0,0,0,0,0,0
52,83,8000,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52,83,8700,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,83,23000,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
53,83,10000,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50,83,14848,25,1,0,0,0,1,0,0,0,0,0,0,0,0,0
53,83,12500,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52,83,2200,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0
50,83,25000,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53,83,0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53,83,28000,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0
51,83,16000,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50,83,6500,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0
51,83,10579,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0
52,83,16055,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50,83,16000,52,1,0,0,0,0,0,0,0,0,1,0,0,0,0
51,83,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50,83,24000,52,1,0,0,0,1,0,0,0,0,0,0,0,0,0
